,title,id,ontologyId,resultType,address,position,access,distance,categories,chains,references,contacts,openingHours,foodTypes,lat,lng
850,Eon Munoz Lupao Road,here:pds:place:608wdvcr-3b62c4db14014a068e3657536f933b2e,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Eon Munoz Lupao Road, 3119 Muñoz, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Central Luzon', 'county': 'Nueva Ecija', 'city': 'Muñoz', 'district': 'Poblacion West', 'postalCode': '3119'}","{'lat': 15.71276, 'lng': 120.90333}","[{'lat': 15.71276, 'lng': 120.90333}]",96,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,,,,,15.71276,120.90333
851,Eon,here:pds:place:608wdvcr-e439780ecf7e4e9abc5b3bd67a20786c,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Eon, 3119 Muñoz, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Central Luzon', 'county': 'Nueva Ecija', 'city': 'Muñoz', 'district': 'Poblacion East', 'postalCode': '3119'}","{'lat': 15.7122, 'lng': 120.90454}","[{'lat': 15.7122, 'lng': 120.90454}]",104,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1194536594'}]",[{'phone': [{'value': '+634434560025'}]}],,,15.7122,120.90454
852,Petron,here:pds:place:608jx7ps-7431829ef90207e6414a1e3926de0bec,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Petron, Maharlika Hwy, 3119 Muñoz, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Central Luzon', 'county': 'Nueva Ecija', 'city': 'Muñoz', 'district': 'Poblacion East', 'street': 'Maharlika Hwy', 'postalCode': '3119'}","{'lat': 15.71315, 'lng': 120.90825}","[{'lat': 15.71313, 'lng': 120.90826}]",437,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '7065'}],"[{'supplier': {'id': 'core'}, 'id': '1096867448'}]",,,,15.71315,120.90825
853,Gasolinahan ng Bayan,here:pds:place:608jx7ps-69e7f83ae0d408b290ff2a4181dfc10f,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Gasolinahan ng Bayan, Maharlika Hwy, 3119 Muñoz, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Central Luzon', 'county': 'Nueva Ecija', 'city': 'Muñoz', 'district': 'Poblacion South', 'street': 'Maharlika Hwy', 'postalCode': '3119'}","{'lat': 15.70822, 'lng': 120.90426}","[{'lat': 15.70823, 'lng': 120.90424}]",538,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1096867447'}]",,,,15.70822,120.90426
854,Caltex,here:pds:place:608jx7ps-62730c18b3140b68d0ee04a8a5137085,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Caltex, Maharlika Hwy, 3119 Muñoz, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Central Luzon', 'county': 'Nueva Ecija', 'city': 'Muñoz', 'district': 'Poblacion South', 'street': 'Maharlika Hwy', 'postalCode': '3119'}","{'lat': 15.70618, 'lng': 120.90255}","[{'lat': 15.70617, 'lng': 120.90257}]",784,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}, {'id': '600-6000-0061', 'name': 'Convenience Store'}, {'id': '700-7850-0122', 'name': 'Car Repair'}]",[{'id': '878'}],"[{'supplier': {'id': 'core'}, 'id': '1096867444'}, {'supplier': {'id': 'core'}, 'id': '1096867445'}]",[{'phone': [{'value': '+634434560719'}]}],"[{'categories': [{'id': '700-7600-0116'}], 'text': ['Mon-Thu, Sat, Sun: 06:00 - 20:00'], 'isOpen': True, 'structured': [{'start': 'T060000', 'duration': 'PT14H00M', 'recurrence': 'FREQ:DAILY;BYDAY:MO,TU,WE,TH,SA,SU'}]}]",,15.70618,120.90255
855,GT Oil,here:pds:place:608wdvcr-b79225b7cb304be6bbc5a9c0048f9838,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'GT Oil, Daang Maharlika, 3119 Muñoz, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Central Luzon', 'county': 'Nueva Ecija', 'city': 'Muñoz', 'district': 'Poblacion South', 'street': 'Daang Maharlika', 'postalCode': '3119'}","{'lat': 15.70351, 'lng': 120.90165}","[{'lat': 15.70352, 'lng': 120.90157}]",1096,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1194536545'}]",,,,15.70351,120.90165
856,Bantug PMPC Gas Stn,here:pds:place:608wdvcr-23af98fb35d8439985a2eec088cc1f0b,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Bantug PMPC Gas Stn, 3119 Muñoz, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Central Luzon', 'county': 'Nueva Ecija', 'city': 'Muñoz', 'district': 'Poblacion North', 'postalCode': '3119'}","{'lat': 15.71865, 'lng': 120.91794}","[{'lat': 15.71865, 'lng': 120.91794}]",1600,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,,,,,15.71865,120.91794
857,Octane,here:pds:place:608wdvcr-2749be9ed04f40f7b7ebb0bb075e9255,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Octane, Maharlika Hwy, 3119 Muñoz, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Central Luzon', 'county': 'Nueva Ecija', 'city': 'Muñoz', 'district': 'Palusapis', 'street': 'Maharlika Hwy', 'postalCode': '3119'}","{'lat': 15.68913, 'lng': 120.89403}","[{'lat': 15.68914, 'lng': 120.89401}]",2874,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}, {'id': '700-7850-0122', 'name': 'Car Repair'}]",,"[{'supplier': {'id': 'core'}, 'id': '1204160173'}]",,,,15.68913,120.89403
858,Gtoil,here:pds:place:608wdvcr-921f12b920c74c2e919d5b78d433ac49,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Gtoil, Daang Maharlika, 3119 Muñoz, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Central Luzon', 'county': 'Nueva Ecija', 'city': 'Muñoz', 'district': 'Sapang Cawayan', 'street': 'Daang Maharlika', 'postalCode': '3119'}","{'lat': 15.73011, 'lng': 120.92997}","[{'lat': 15.73013, 'lng': 120.92995}]",3350,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1202127597'}]",,,,15.73011,120.92997
859,A. G. Mactal,here:pds:place:608wdvcx-d2648105129e4d0a80754f8542eddc53,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'A. G. Mactal, 3119 Muñoz, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Central Luzon', 'county': 'Nueva Ecija', 'city': 'Muñoz', 'district': 'Franza', 'postalCode': '3119'}","{'lat': 15.74969, 'lng': 120.90183}","[{'lat': 15.74969, 'lng': 120.90186}]",4081,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1202128924'}]",,,,15.74969,120.90183
860,Petron,here:pds:place:608jx7ps-1f73513041a80f14e678f5eb72ad5f16,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Petron, Panganiban Ave, 4400 Naga City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Bicol Region', 'county': 'Camarines Sur', 'city': 'Naga City', 'district': 'Tabuco', 'street': 'Panganiban Ave', 'postalCode': '4400'}","{'lat': 13.62287, 'lng': 123.18787}","[{'lat': 13.6229, 'lng': 123.18787}]",330,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '7065'}],"[{'supplier': {'id': 'core'}, 'id': '1110441741'}, {'supplier': {'id': 'core'}, 'id': '1112911672'}]",,,,13.62287,123.18787
861,Naga Intergas,here:pds:place:608jx7ps-3bff552cccee093ca4966c7001f98b4f,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Naga Intergas, Abeela St, 4400 Naga City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Bicol Region', 'county': 'Camarines Sur', 'city': 'Naga City', 'district': 'Sabang', 'street': 'Abeela St', 'postalCode': '4400'}","{'lat': 13.62323, 'lng': 123.18084}","[{'lat': 13.62325, 'lng': 123.18085}]",456,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1137443429'}]",,,,13.62323,123.18084
862,Fuel Hub Gasoline Station,here:pds:place:608wdrt7-a52ddcb3170b433cb068abd8dfd8aebb,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Fuel Hub Gasoline Station, Biak na Bato St, 4400 Naga City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Bicol Region', 'county': 'Camarines Sur', 'city': 'Naga City', 'district': 'Tabuco', 'street': 'Biak na Bato St', 'postalCode': '4400'}","{'lat': 13.61844, 'lng': 123.18356}","[{'lat': 13.61843, 'lng': 123.18359}]",626,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1207661337'}]",,,,13.61844,123.18356
863,Fuel Hub Gasoline Station,here:pds:place:608wdrt7-10e63950babf4df2a4074b477c3f3b54,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Fuel Hub Gasoline Station, Biak na Bato St, 4400 Naga City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Bicol Region', 'county': 'Camarines Sur', 'city': 'Naga City', 'district': 'Tabuco', 'street': 'Biak na Bato St', 'postalCode': '4400'}","{'lat': 13.61839, 'lng': 123.18353}","[{'lat': 13.61838, 'lng': 123.18357}]",632,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1207661337'}]",,,,13.61839,123.18353
864,Arc,here:pds:place:608jx7ps-ae8788ad427d0c09e0addc4d3a6cf585,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Arc, 4400 Naga City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Bicol Region', 'county': 'Camarines Sur', 'city': 'Naga City', 'district': 'Sabang', 'postalCode': '4400'}","{'lat': 13.62352, 'lng': 123.17837}","[{'lat': 13.62352, 'lng': 123.17836}]",718,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1137443415'}]",,,,13.62352,123.17837
865,Caltex Gasoline Station,here:pds:place:608wdrt7-ee9adcdbf8ec4fe48adfff4e73878d82,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Caltex Gasoline Station, 1 AH26, 4400 Naga City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Bicol Region', 'county': 'Camarines Sur', 'city': 'Naga City', 'district': 'Triangulo', 'street': '1 AH26', 'postalCode': '4400'}","{'lat': 13.61649, 'lng': 123.18625}","[{'lat': 13.61655, 'lng': 123.18626}]",834,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,,,,,13.61649,123.18625
866,Isarog Mini-Mart,here:pds:place:608jx7ps-7be1c050438006702722563598949539,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Isarog Mini-Mart, Isarog Ave, 4400 Naga City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Bicol Region', 'county': 'Camarines Sur', 'city': 'Naga City', 'district': 'Tinago', 'street': 'Isarog Ave', 'postalCode': '4400'}","{'lat': 13.62543, 'lng': 123.19263}","[{'lat': 13.62543, 'lng': 123.19263}]",842,"[{'id': '600-6000-0061', 'name': 'Convenience Store', 'primary': True}, {'id': '700-7600-0116', 'name': 'Gas Station'}]",,"[{'supplier': {'id': 'core'}, 'id': '1137444581'}]",,,,13.62543,123.19263
867,Skycity Gas Express,here:pds:place:608jx7ps-72ba1632e7790f9c91ed6618e2a399cb,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Skycity Gas Express, Maharlika Hwy, 4400 Naga City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Bicol Region', 'county': 'Camarines Sur', 'city': 'Naga City', 'district': 'Triangulo', 'street': 'Maharlika Hwy', 'postalCode': '4400'}","{'lat': 13.61649, 'lng': 123.18675}","[{'lat': 13.61648, 'lng': 123.18675}]",844,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1099407884'}]",,,,13.61649,123.18675
868,Petron Gasul Litam Multigrade,here:pds:place:608jx7ps-9aa037e8fee9021cdb9550a2e1043d5a,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Petron Gasul Litam Multigrade, Panganiban Ave, 4400 Naga City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Bicol Region', 'county': 'Camarines Sur', 'city': 'Naga City', 'district': 'Lerma', 'street': 'Panganiban Ave', 'postalCode': '4400'}","{'lat': 13.62222, 'lng': 123.19287}","[{'lat': 13.62222, 'lng': 123.19287}]",871,"[{'id': '600-6000-0061', 'name': 'Convenience Store', 'primary': True}, {'id': '600-6900-0099', 'name': 'General Merchandise'}, {'id': '700-7600-0116', 'name': 'Gas Station'}, {'id': '700-7850-0122', 'name': 'Car Repair'}]",[{'id': '9088'}],"[{'supplier': {'id': 'core'}, 'id': '1110441740'}, {'supplier': {'id': 'core'}, 'id': '1112966381'}]",,,,13.62222,123.19287
869,Petron,here:pds:place:608wdrt7-66fb84cc4ecea1a7edb28e55f52237ee,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Petron, Maharlika Hwy, 4400 Naga City, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Bicol Region', 'county': 'Camarines Sur', 'city': 'Naga City', 'district': 'Triangulo', 'street': 'Maharlika Hwy', 'postalCode': '4400'}","{'lat': 13.61632, 'lng': 123.18788}","[{'lat': 13.61631, 'lng': 123.18788}]",897,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '7065'}],"[{'supplier': {'id': 'core'}, 'id': '1220021503'}]",,,,13.61632,123.18788
870,Caltex,here:pds:place:608wcb40-efe867729c404de29b05cc7d97e32f47,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Caltex, National Hwy, 6037 Naga, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Central Visayas', 'county': 'Cebu', 'city': 'Naga', 'district': 'South Poblacion', 'street': 'National Hwy', 'postalCode': '6037'}","{'lat': 10.20721, 'lng': 123.75781}","[{'lat': 10.20723, 'lng': 123.75779}]",251,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '878'}],"[{'supplier': {'id': 'core'}, 'id': '1039402728'}]",[{'phone': [{'value': '+633282732567'}]}],,,10.20721,123.75781
871,Shell,here:pds:place:608wcb40-e498655f8def475c961b064b4872e03d,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Shell, National Hwy, 6037 Naga, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Central Visayas', 'county': 'Cebu', 'city': 'Naga', 'district': 'South Poblacion', 'street': 'National Hwy', 'postalCode': '6037'}","{'lat': 10.20455, 'lng': 123.75483}","[{'lat': 10.20455, 'lng': 123.75483}]",552,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '10'}],"[{'supplier': {'id': 'core'}, 'id': '1208884386'}]","[{'phone': [{'value': '+63288788888'}, {'value': '+633234899155'}], 'www': [{'value': 'http://www.shell.com.ph/'}], 'email': [{'value': 'shellcustomercare@shell.com'}]}]",,,10.20455,123.75483
872,Shell,here:pds:place:608wcb40-9b2f946d281a4a4c96d66abbe79f74de,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Shell, 81, 6037 Naga, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Central Visayas', 'county': 'Cebu', 'city': 'Naga', 'district': 'Tinaan', 'street': '81', 'postalCode': '6037'}","{'lat': 10.2045, 'lng': 123.75445}","[{'lat': 10.2045, 'lng': 123.75445}]",573,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}, {'id': '700-7850-0000', 'name': 'Car Repair - Service'}]",[{'id': '10'}],"[{'supplier': {'id': 'core'}, 'id': '1039402647'}]",[{'phone': [{'value': '+633288115701'}]}],,,10.2045,123.75445
873,Rephil,here:pds:place:608wcb40-cd45ebdd90dd41848b329b674721d24a,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Rephil, National Hwy, 6037 Naga, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Central Visayas', 'county': 'Cebu', 'city': 'Naga', 'district': 'East Poblacion', 'street': 'National Hwy', 'postalCode': '6037'}","{'lat': 10.21361, 'lng': 123.75938}","[{'lat': 10.21361, 'lng': 123.7594}]",576,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1193805694'}]",,,,10.21361,123.75938
874,Cornerstone,here:pds:place:608wcb40-713f90c58a4e582b68d801df8063afae,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Cornerstone, Talisay-Carcar Rd, 6037 Naga, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Central Visayas', 'county': 'Cebu', 'city': 'Naga', 'district': 'Tinaan', 'street': 'Talisay-Carcar Rd', 'postalCode': '6037'}","{'lat': 10.20393, 'lng': 123.75442}","[{'lat': 10.20392, 'lng': 123.75444}]",633,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1219884955'}]",,,,10.20393,123.75442
875,Flying V,here:pds:place:608wcb40-50c8d3d29b1044f5abe9002fdca94f3c,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Flying V, Talisay-Carcar Rd, 6037 Naga, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Central Visayas', 'county': 'Cebu', 'city': 'Naga', 'district': 'Tinaan', 'street': 'Talisay-Carcar Rd', 'postalCode': '6037'}","{'lat': 10.20376, 'lng': 123.75435}","[{'lat': 10.20377, 'lng': 123.75434}]",653,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '8672'}],"[{'supplier': {'id': 'core'}, 'id': '1039402620'}]",,,,10.20376,123.75435
876,Tinaan,here:pds:place:608wcb40-ca08d6b6de984e4dbb697de8b08082da,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Tinaan, Talisay-Carcar Rd, 6037 Naga, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Central Visayas', 'county': 'Cebu', 'city': 'Naga', 'district': 'Tinaan', 'street': 'Talisay-Carcar Rd', 'postalCode': '6037'}","{'lat': 10.20267, 'lng': 123.75361}","[{'lat': 10.20268, 'lng': 123.7536}]",797,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1219912028'}]",,,,10.20267,123.75361
877,Petron,here:pds:place:608wcb40-b8346e0a215248f68575f3549bc03982,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Petron, National Hwy, 6037 Naga, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Central Visayas', 'county': 'Cebu', 'city': 'Naga', 'district': 'Tinaan', 'street': 'National Hwy', 'postalCode': '6037'}","{'lat': 10.20024, 'lng': 123.75084}","[{'lat': 10.20024, 'lng': 123.75084}]",1180,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '7065'}],"[{'supplier': {'id': 'core'}, 'id': '1194185420'}]",,,,10.20024,123.75084
878,Three L & Son's,here:pds:place:608w9zfp-9955444d27354b9b9088ba9abda23cc8,here:cm:ontology:petrol_gasoline_station,place,"{'label': ""Three L & Son's, National Hwy, 6037 Naga, Philippines"", 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Central Visayas', 'county': 'Cebu', 'city': 'Naga', 'district': 'Tinaan', 'street': 'National Hwy', 'postalCode': '6037'}","{'lat': 10.1994, 'lng': 123.74983}","[{'lat': 10.19938, 'lng': 123.74985}]",1319,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1194185418'}]",,,,10.1994,123.74983
879,Blu D Gasoline Stn Tinaan Br,here:pds:place:608w9zfp-eb218773e83f41e2afee74065529fd8c,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Blu D Gasoline Stn Tinaan Br, National Hwy, 6037 Naga, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'state': 'Central Visayas', 'county': 'Cebu', 'city': 'Naga', 'district': 'Tinaan', 'street': 'National Hwy', 'postalCode': '6037'}","{'lat': 10.19934, 'lng': 123.74982}","[{'lat': 10.19935, 'lng': 123.74981}]",1325,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,,,,,10.19934,123.74982
880,Caltex,here:pds:place:608wdw52-9a391696791941a09105b3325d195d1d,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Caltex, Yangco, 1485 Navotas, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'stateCode': 'NCR', 'state': 'National Capital Region', 'county': 'Third District NCR', 'city': 'Navotas', 'district': 'Navotas East', 'street': 'Yangco', 'postalCode': '1485'}","{'lat': 14.6555, 'lng': 120.94876}","[{'lat': 14.65554, 'lng': 120.94886}]",192,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,,,,,14.6555,120.94876
881,Petron,here:pds:place:608wdw52-2bd940551f3e4b12b04cf7ac66848c47,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Petron, M. Naval, 1485 Navotas, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'stateCode': 'NCR', 'state': 'National Capital Region', 'county': 'Third District NCR', 'city': 'Navotas', 'district': 'San Jose Pob.', 'street': 'M. Naval', 'postalCode': '1485'}","{'lat': 14.66038, 'lng': 120.9464}","[{'lat': 14.66038, 'lng': 120.9464}]",410,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,,,,,14.66038,120.9464
882,Petron,here:pds:place:608wdw52-e2a453fc56a2434e9b211f8ae7b4a31e,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Petron, Sacristia St, 1471 Malabon, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'stateCode': 'NCR', 'state': 'National Capital Region', 'county': 'Third District NCR', 'city': 'Malabon', 'district': 'San Agustin', 'street': 'Sacristia St', 'postalCode': '1471'}","{'lat': 14.65951, 'lng': 120.95162}","[{'lat': 14.65947, 'lng': 120.95165}]",502,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '7065'}],"[{'supplier': {'id': 'core'}, 'id': '1159531710'}]","[{'phone': [{'value': '+63282814763'}, {'value': '+63282816941'}], 'www': [{'value': 'http://petron-tonsuya-ph.placestars.com'}, {'value': 'http://www.petron.com/'}]}]",,,14.65951,120.95162
883,Petron,here:pds:place:608wdw52-1e242954bbb648a1b0e9cba771f24461,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Petron, Gen. Luna St, 1471 Malabon, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'stateCode': 'NCR', 'state': 'National Capital Region', 'county': 'Third District NCR', 'city': 'Malabon', 'district': 'San Agustin', 'street': 'Gen. Luna St', 'postalCode': '1471'}","{'lat': 14.6597, 'lng': 120.95199}","[{'lat': 14.65966, 'lng': 120.95192}]",547,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,,,,,14.6597,120.95199
884,Global Oil,here:pds:place:608wdw52-719bcbe9c3fb462b9d0ec8b3c7dae0b9,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Global Oil, Rizal Ave, 1471 Malabon, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'stateCode': 'NCR', 'state': 'National Capital Region', 'county': 'Third District NCR', 'city': 'Malabon', 'district': 'San Agustin', 'street': 'Rizal Ave', 'postalCode': '1471'}","{'lat': 14.6592, 'lng': 120.95376}","[{'lat': 14.65918, 'lng': 120.95377}]",691,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,"[{'supplier': {'id': 'core'}, 'id': '1038988823'}]",,,,14.6592,120.95376
885,Fran-Gas Marketing,here:pds:place:608xjxn4-8468d87dd51f00917c273eaea6d4ec6b,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Fran-Gas Marketing, Gen. Luna St, 1471 Malabon, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'stateCode': 'NCR', 'state': 'National Capital Region', 'county': 'Third District NCR', 'city': 'Malabon', 'district': 'Ibaba', 'street': 'Gen. Luna St', 'postalCode': '1471'}","{'lat': 14.66469, 'lng': 120.9491}","[{'lat': 14.66475, 'lng': 120.94928}]",873,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,,[{'phone': [{'value': '+63282810181'}]}],,,14.66469,120.9491
886,Totalgaz - Empire Gaz Commercial IV,here:pds:place:608xjxn4-5a4de3e7a79f0556d551244d6fee438f,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Totalgaz - Empire Gaz Commercial IV, North Bay Blvd, 1485 Navotas, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'stateCode': 'NCR', 'state': 'National Capital Region', 'county': 'Third District NCR', 'city': 'Navotas', 'district': 'North Bay Blvd. North', 'street': 'North Bay Blvd', 'postalCode': '1485'}","{'lat': 14.64803, 'lng': 120.95153}","[{'lat': 14.64797, 'lng': 120.95139}]",1070,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,,[{'phone': [{'value': '+63282833141'}]}],,,14.64803,120.95153
887,Caltex,here:pds:place:608wdw52-0113d26a4426424ab5ffefe54292f12f,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Caltex, 1485 Navotas, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'stateCode': 'NCR', 'state': 'National Capital Region', 'county': 'Third District NCR', 'city': 'Navotas', 'district': 'North Bay Blvd. North', 'postalCode': '1485'}","{'lat': 14.64729, 'lng': 120.94937}","[{'lat': 14.64729, 'lng': 120.94937}]",1087,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",,,,,,14.64729,120.94937
888,Petron,here:pds:place:608wdw52-15731f1aac414e4994064646d41e0713,here:cm:ontology:petrol_gasoline_station,place,"{'label': 'Petron, North Bay Blvd, 1485 Navotas, Philippines', 'countryCode': 'PHL', 'countryName': 'Philippines', 'stateCode': 'NCR', 'state': 'National Capital Region', 'county': 'Third District NCR', 'city': 'Navotas', 'district': 'North Bay Blvd. North', 'street': 'North Bay Blvd', 'postalCode': '1485'}","{'lat': 14.6466, 'lng': 120.9522}","[{'lat': 14.64659, 'lng': 120.95219}]",1244,"[{'id': '700-7600-0116', 'name': 'Gas Station', 'primary': True}]",[{'id': '7065'}],"[{'supplier': {'id': 'core'}, 'id': '1159531705'}]",,,,14.6466,120.9522
